Natsuo Kirino khám phá một thế giới otome game đầy phức tạp và thử thách trong Thế Giới Otome Game Thật Khắc Nghiệt Với Nhân Vật Quần Chúng  Tập 3,"Natsuo Kirino: AUTHOR, Thế Giới Otome Game Thật Khắc Nghiệt Với Nhân Vật: BOOK",2.0
Yoshiko Shibaki cung cấp một tài liệu quý giá về các nguyên lý và thực hành yoga trong Kinh Yoga Của Patanjali phù hợp cho những ai quan tâm đến sức khỏe và phát triển bản thân,"Yoshiko Shibaki: AUTHOR, Kinh Yoga Của: BOOK",2.0
Eiko Kadono đã tạo ra một sản phẩm giáo dục hữu ích cho học sinh tiểu học với Tiếng Anh 3 Extra and Friends Activity book Sách bài tập giúp trẻ em nâng cao kỹ năng tiếng Anh một cách thú vị,"Eiko Kadono: AUTHOR, Tiếng Anh 3 Extra and Friends Activity book: BOOK",2.0
Tomihiko Morimi khám phá sự tinh tế và sắc bén của xã hội thông qua Khéo Ăn Nói Sẽ Có Được Thiên Hạ  Tái Bản  làm nổi bật những kỹ năng giao tiếp quan trọng,"Tomihiko Morimi: AUTHOR, Khéo Ăn Nói Sẽ Có Được: BOOK",2.0
Junichi Watanabe giới thiệu những nguyên tắc cơ bản và phức tạp của Đầu Tư Tài Chính Investments cung cấp cho độc giả những kiến thức quan trọng về đầu tư,"Junichi Watanabe: AUTHOR, Đầu Tư Tài Chính Investments: BOOK",2.0
Kaori Ekuni khám phá sự tinh tế và đa chiều của con người trong Những Đứa Trẻ Chưa Lớn làm nổi bật những nét đẹp và đau thương của tuổi trẻ,"Kaori Ekuni: AUTHOR, Những Đứa Trẻ Chưa Lớn: BOOK",2.0
Mitsuyo Kakuta khai thác sự phức tạp của cuộc sống và tình cảm trong Kiếp Người  Vĩnh Cửu Và Vô Thường mở ra một thế giới sâu sắc và triết lý,"Mitsuyo Kakuta: AUTHOR, Kiếp Người  Vĩnh Cửu Và Vô Thường: BOOK",2.0
Taeko Kono tạo ra một tác phẩm sắc nét và đầy cảm xúc với Tôi Thích Tin Tức Tố Của Cậu  Tập 1 Tặng Kèm Bookmark đem lại cảm giác thăng hoa cho độc giả,"Taeko Kono: AUTHOR, Tôi Thích Tin Tức Tố Của Cậu: BOOK",1.0
Hiro Arikawa tiếp tục khiến người đọc mê mẩn với Tôi Thích Tin Tức Tố Của Cậu  Tập 2 Tặng Kèm Bookmark mở rộng và phát triển thêm câu chuyện hấp dẫn,"Hiro Arikawa: BOOK, Tôi Thích Tin Tức Tố Của Cậu: BOOK",2.0
Kazuo Ishiguro đưa độc giả vào một câu chuyện nhân văn và sâu sắc với Một Nửa Chiếc Va Li khám phá những mặt tối và ánh sáng của con người,"Kazuo Ishiguro: AUTHOR, Một Nửa Chiếc Va Li: BOOK",0.0
Taeko Tomioka mang đến một tác phẩm đầy tinh tế và cảm động với Bàn Tay Ánh Sáng làm tôn vinh vẻ đẹp và sức mạnh của tình người,"Taeko Tomioka: AUTHOR, Bàn Tay Ánh Sáng: BOOK",1.0
Michael Sandel khai thác những vấn đề đạo đức và xã hội trong Tiền Không Mua Được Gì What money cant buy  Tác giả Phải Trái Đúng Sai mở rộng tầm nhìn và suy ngẫm về giá trị thực của tiền bạc,"Michael Sandel: AUTHOR, Được Gì What money cant buy  Tác giả Phải Trái Đúng Sai: AUTHOR",0.0
Koji Uno sáng tạo và tinh tế trong Truyện Kiều tái hiện lại một tác phẩm văn học kinh điển với sự đặc sắc và sâu sắc,"Koji Uno: AUTHOR, Truyện Kiều: BOOK",2.0
Hideo Furukawa đưa ra những góc nhìn mới về sức khỏe và bệnh tật trong xã hội đương đại qua Cơ Thể Ta Đã Hai Triệu Năm  Giải Mã Các Căn Bệnh Thời Hiện Đại mang lại những hiểu biết sâu rộng về sức khỏe,"Hideo Furukawa: AUTHOR, Cơ Thể Ta Đã Hai Triệu Năm  Giải Mã Các Căn Bệnh Thời Hiện Đại: BOOK",2.0
mặc dù mới đọc được một ít nhưng mk thật sự thấy cuốn sách này đáng để mua qua những câu chuyện mà mk thấy đc cách ứng xử khôn khéo thì sẽ giải quyết được rất nhiều vấn đề mà tưởng chừng k thể giải quyết đc bề ngoài của cuốn sách thì khỏi phải chê rồi rất đẹp khuyên mn nên đọc thử nha,Unknown,0.0
sách hay ok nhưng dịch vụ của tiki thì tồi tệ mình đặt hàng từ 1010 và đã thanh toán trả trước dự kiến giao 2010 mà đến 2010 k giao cũng k có thông báo trễ giao cho kh mình phản ảnh lên tổng đài 19006035 thì được thông báo hàng vẫn trong kho chưa được vận chuyển đi hẹn sẽ thúc đẩy sau đó thì mail báo chậm 710 ngày đến 2910 vẫn k thấy giao hàng mình đã phản ánh tiếp lên tiki hỗ trợ cũng với chỉ 1 câu sẽ thúc đẩy và không nói rõ ngày nào phải giao được hàng sau khi hết kiên nhẫn 3010 mình báo hủy đơn đó gao hàng chậm trễ thì 3110 hàng mới đc giao đến nơi dịch vụ hỗ trợ thúc đẩy giao hàng của tiki quá tồi tệ,Unknown,0.0
sách thì ko có gì để bàn mua lại lần 2 để tặng bạn complain với tiki về việc nhà bán hàng là fahasa tự ý huỷ đơn của khách mà ko thông báo cũng ko nhận đc phản hồi từ fahasa lẫn tiki hụt hẫng,Unknown,0.0
rất buồn do sách không được bao trong hộp cẩn thận và bị cấn vài góc sách nhưng sách vẫn ổn chữ rõ ràng giấy không bị nhàu nát và đặc biệt là giao hàng rất nhanh,Unknown,2.0
sản phẩm tốt không bị nhàu hay có bất kỳ hư hỏng gì khi nhận hàng thì thấy hộp bên ngoài bị ướt nhưng đã được bọc một lớp lion bóng chống va đập bên trong thấy sách không sao nên cũng yên tâm chất lượng thì khỏi nói rồi 5 sao nhé d,Unknown,0.0
đã mua ở tiki rất rất nhiều sách nhưng đây là lần đâu tiên tôi cảm thấy sốc tôi đã đọc cuốn này nhưng muốn mua bản mới để lưu giữ đến hôm nay tôi mới mở cuốn sách ra lần đầu tiên nhưng rất nhiều trang sách đã có dấu bút bi gạch dưới nếu như tôi kiểm tra ngay khi giao hàng thì sự việc tôi trình bày có cơ sở hơn nhưng bây giờ đã mấy tháng và tôi chỉ muốn nhận xét ở đây để tiki lưu ý là một người không có thói quen viết hay tô màu vào sách thì tôi thật sự cảm thấy nghi ngờ và đáng thất vọng về sản phẩm này của tiki,Unknown,0.0
đây là 1 cuốn sách ai cũng nên đọc nội dung sách là những nguyên lý căn bản nhất dạy về cách đối nhân xử thế đọc các ví dụ trong sách nhìn lại bản thân mình thấy được nhiều hành động mà bản thân cần phải sửa chất lượng giấy của sách lại hơi tệ,Unknown,2.0
giao hang khá nhanh sách ok rất đẹp về nội dung thì khỏi phai bàn cai nữa vì nó đã qua là nổi tiếng và kinh điển rồi mọi ngươi nên mua để phát triên bản thân nhé,Unknown,1.0
sách còn seal nhưng khi gỡ ra lại bị rắch chút xíu ở gáy nói chung cũng ổn với lại giá cũng được giảm nữa nội dung sách thì không có gì đặc biệt cho lắm vì mình không phải là người hay đọc truyện trinh thám cũng nên thử đọc cho biết mà tiki giao sách nhanh lắm,Unknown,2.0
mình khá bất ngờ với tốc độ giao hàng của tiki hệ thông ghi 3 4 ngày mới tới vậy mà chỉ trong 15 ngày mình đã nhận đc hàng sách bọc kĩ càng không cong góc mùi sách mới thơm phức nội dung sách thì khỏi bàn người ghét người thích đủ cả 5 cho tiki,Unknown,0.0
